"participant_id","have_gmail","google_primary","google_owner","google_how_long","google_recall_app","google_recall_sso","generic_recall_app","generic_recall_sso","iuipcQ1","iuipcQ2","iuipcQ3","iuipcQ4","iuipcQ5","iuipcQ6","iuipcQ7","iuipcQ8","gender","age","education","background"
"325","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Strongly agree","Agree","Man","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"326","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Agree","Agree","Agree","Somewhat agree","Somewhat agree","Somewhat disagree","Agree","Somewhat disagree","Woman","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"327","Yes","Yes","Own Account","More than 10 years","Unsure","Yes",,,"Somewhat agree","Somewhat agree","Strongly agree","Agree","Somewhat agree","Somewhat agree","Agree","Somewhat agree","Man","35 - 44","Associate's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"328","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Somewhat agree","Agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Somewhat agree","Strongly agree","Man","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"329","Yes","Yes","Own Account","Less than or about 5 years","No","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Agree","Man","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"331","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Non-binary","25 - 34","Associate's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"332","Yes","Yes","Own Account","Less than or about 5 years","No","Yes",,,"Neither agree nor disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Man","18 - 24","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"333","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Agree","Somewhat agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Agree","Agree","Woman","25 - 34","Doctorate","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"334","Yes","Yes","Own Account","Less than or about 5 years","Unsure","Yes",,,"Somewhat agree","Somewhat agree","Agree","Agree","Agree","Agree","Agree","Agree","Woman","18 - 24","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"335","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Man","18 - 24","Some college","I have an education in, or work in, the field of computer science, computer engineering or IT."
"336","Yes","Yes","Own Account","More than 10 years","No","Unsure",,,"Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Man","35 - 44","Professional degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"337","Yes","Yes","Own Account","More than 10 years","No","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Woman","35 - 44","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"338","Yes","Yes","Own Account","Less than or about 5 years","No","Yes",,,"Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Strongly agree","Disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Woman","35 - 44","Some high school","Prefer not to disclose"
"339","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Somewhat disagree","Agree","Strongly agree","Strongly agree","Agree","Somewhat disagree","Agree","Agree","Woman","18 - 24","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"340","Yes","Yes","Own Account","Less than or about 10 years","Unsure","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Agree","Somewhat disagree","Man","25 - 34","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"341","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Neither agree nor disagree","Somewhat agree","Strongly agree","Strongly agree","Neither agree nor disagree","Disagree","Somewhat agree","Somewhat disagree","Man","18 - 24","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"343","Yes","Yes","Own Account","Less than or about 10 years","No","Yes",,,"Somewhat agree","Somewhat agree","Agree","Somewhat agree","Disagree","Somewhat disagree","Disagree","Disagree","Woman","25 - 34","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"344","Yes","Yes","Institutional Account","Less than or about 5 years","Yes","Yes",,,"Agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Man","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"345","Yes","Yes","Own Account","Less than or about 1 year","Yes","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Somewhat agree","Neither agree nor disagree","Agree","Somewhat agree","Man","25 - 34","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"347","Yes","Yes","Own Account","Less than or about 1 year","Yes","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Agree","Man","18 - 24","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"348","Yes","Yes","Own Account","More than 10 years","No","Yes",,,"Somewhat agree","Agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Woman","35 - 44","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"349","Yes","Yes","Own Account","Less than or about 5 years","No","Yes",,,"Agree","Strongly agree","Agree","Strongly agree","Somewhat agree","Agree","Somewhat agree","Somewhat disagree","Woman","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"351","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Man","45 - 54","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"352","Yes","Yes","Own Account","Unsure","Unsure","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Neither agree nor disagree","Strongly agree","Agree","Man","25 - 34","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"353","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Agree","Agree","Agree","Strongly agree","Agree","Somewhat agree","Agree","Agree","Man","45 - 54","Trade, technical, or vocational training","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"354","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Agree","Agree","Agree","Strongly agree","Somewhat disagree","Somewhat disagree","Disagree","Neither agree nor disagree","Man","18 - 24","Some college","I have an education in, or work in, the field of computer science, computer engineering or IT."
"355","Yes","Yes","Own Account","Less than or about 10 years","Unsure","Yes",,,"Somewhat agree","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Man","18 - 24","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"356","Yes","Yes","Own Account","Less than or about 5 years","No","No",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Woman","65 or older","Master's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"357","Yes","Yes","Own Account","More than 10 years","Unsure","Yes",,,"Somewhat agree","Somewhat agree","Agree","Strongly agree","Agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Man","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"358","Yes","Yes","Institutional Account","Less than or about 5 years","No","Yes",,,"Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Agree","Agree","Woman","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"360","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Woman","25 - 34","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"362","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Man","35 - 44","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"363","No",,,,,,"No","No","Somewhat agree","Agree","Somewhat agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Man","25 - 34","Bachelor's Degree","Prefer not to disclose"
"364","Yes","Yes","Own Account","More than 10 years","Unsure","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Somewhat agree","Agree","Agree","Woman","25 - 34","Doctorate","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"365","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Woman","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"366","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Somewhat disagree","Somewhat disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Woman","18 - 24","Associate's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"367","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Agree","Agree","Agree","Agree","Agree","Somewhat disagree","Somewhat agree","Somewhat agree","Woman","25 - 34","Some college","I have an education in, or work in, the field of computer science, computer engineering or IT."
"368","Yes","Yes","Own Account","Less than or about 1 year","Yes","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Somewhat disagree","Man","25 - 34","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"369","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Somewhat agree","Agree","Woman","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"372","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Agree","Disagree","Agree","Agree","Somewhat disagree","Somewhat disagree","Disagree","Disagree","Man","25 - 34","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"374","Yes","Yes","Own Account","More than 10 years","No","No",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Man","25 - 34","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"376","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Man","18 - 24","Some college","I have an education in, or work in, the field of computer science, computer engineering or IT."
"378","Yes","Yes","Own Account","Less than or about 5 years","No","Yes",,,"Agree","Agree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Man","35 - 44","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"379","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Man","25 - 34","Trade, technical, or vocational training","I have an education in, or work in, the field of computer science, computer engineering or IT."
"381","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Strongly agree","Agree","Somewhat agree","Agree","Somewhat agree","Woman","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"382","Yes","Yes","Own Account","Less than or about 5 years","No","Yes",,,"Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Woman","35 - 44","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"384","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Non-binary","25 - 34","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"385","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Agree","Neither agree nor disagree","Agree","Strongly agree","Disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Woman","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"387","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Man","35 - 44","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"388","Yes","Yes","Own Account","Less than or about 1 year","Yes","Yes",,,"Somewhat agree","Somewhat disagree","Agree","Strongly agree","Somewhat agree","Somewhat agree","Agree","Agree","Woman","18 - 24","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"389","Yes","Yes","Own Account","Less than or about 5 years","No","No",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Man","35 - 44","Doctorate","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"390","Yes","Yes","Own Account","Less than or about 5 years","Unsure","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Man","35 - 44","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"391","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Agree","Agree","Somewhat agree","Man","25 - 34","Some college","I have an education in, or work in, the field of computer science, computer engineering or IT."
"392","Yes","Yes","Own Account","Less than or about 5 years","No","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Woman","35 - 44","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"393","Yes","Yes","Own Account","Less than or about 10 years","No","No",,,"Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Woman","45 - 54","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"394","Yes","Yes","Own Account","More than 10 years","Unsure","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Woman","25 - 34","Doctorate","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"395","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Agree","Somewhat disagree","Somewhat agree","Man","18 - 24","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"399","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Agree","Agree","Man","18 - 24","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"400","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Neither agree nor disagree","Somewhat agree","Agree","Agree","Disagree","Disagree","Somewhat disagree","Disagree","Man","18 - 24","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"401","Yes","Yes","Own Account","Less than or about 5 years","No","No",,,"Agree","Neither agree nor disagree","Agree","Agree","Somewhat disagree","Disagree","Disagree","Somewhat agree","Man","25 - 34","Associate's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"403","Yes","Yes","Own Account","More than 10 years","Unsure","Yes",,,"Agree","Strongly agree","Strongly agree","Agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Man","35 - 44","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"404","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Somewhat agree","Agree","Agree","Agree","Agree","Somewhat disagree","Somewhat agree","Somewhat agree","Man","18 - 24","Associate's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"406","Yes","Yes","Own Account","Less than or about 10 years","Unsure","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Man","18 - 24","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"408","Yes","Yes","Own Account","More than 10 years","No","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Woman","35 - 44","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"409","Yes","Yes","Own Account","Less than 1 month","Yes","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Man","35 - 44","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"410","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Somewhat agree","Neither agree nor disagree","Agree","Agree","Somewhat agree","Somewhat agree","Agree","Neither agree nor disagree","Woman","45 - 54","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"411","Yes","Yes","Own Account","Less than or about 5 years","No","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Somewhat agree","Woman","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"412","Yes","Yes","Own Account","Less than or about 10 years","No","Yes",,,"Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Man","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"413","Yes","Yes","Own Account","More than 10 years","No","Yes",,,"Agree","Somewhat agree","Agree","Agree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Man","35 - 44","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"414","Yes","Yes","Own Account","Less than or about 10 years","Unsure","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Neither agree nor disagree","Disagree","Agree","Somewhat disagree","Woman","25 - 34","Professional degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"415","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Disagree","Somewhat agree","Strongly agree","Strongly agree","Agree","Neither agree nor disagree","Somewhat agree","Agree","Non-binary","18 - 24","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"416","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Somewhat agree","Agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","Somewhat agree","Disagree","Woman","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"418","Yes","Yes","Own Account","Less than or about 10 years","No","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Disagree","Somewhat agree","Agree","Woman","45 - 54","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"419","Yes","Yes","Own Account","Less than or about 10 years","No","No",,,"Somewhat agree","Agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Agree","Somewhat agree","Woman","35 - 44","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"420","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Man","35 - 44","Associate's Degree","Prefer not to disclose"
"421","Yes","Yes","Own Account","More than 10 years","Unsure","Yes",,,"Agree","Somewhat agree","Agree","Agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Man","25 - 34","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"422","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Man","45 - 54","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"423","Yes","Yes","Own Account","Less than or about 5 years","No","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Woman","45 - 54","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"424","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Man","25 - 34","Professional degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"425","Yes","Yes","Own Account","Less than or about 10 years","No","No",,,"Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Strongly agree","Man","35 - 44","Associate's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"426","Yes","Yes","Own Account","Less than or about 5 years","No","Yes",,,"Agree","Agree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Man","35 - 44","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"427","Yes","Yes","Shared Account","Less than or about 5 years","No","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Woman","35 - 44","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"428","Yes","Yes","Own Account","Less than or about 10 years","Unsure","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Agree","Somewhat disagree","Woman","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"429","Yes","Yes","Own Account","More than 10 years","No","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Man","45 - 54","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"430","Yes","Yes","Own Account","More than 10 years","No","No",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Man","65 or older","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"431","Yes","Yes","Own Account","Less than or about 10 years","No","Yes",,,"Somewhat agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Agree","Agree","Agree","Man","25 - 34","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"432","Yes","Yes","Own Account","Less than or about 10 years","No","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Woman","35 - 44","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"433","Yes","Yes","Own Account","Less than or about 1 year","Yes","Yes",,,"Agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Agree","Somewhat agree","Woman","18 - 24","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"434","Yes","Yes","Own Account","Less than or about 5 years","Unsure","Yes",,,"Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Agree","Agree","Woman","45 - 54","Trade, technical, or vocational training","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"435","Yes","Yes","Own Account","Less than or about 5 years","No","No",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Man","55 - 64","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"437","Yes","Yes","Institutional Account","Less than or about 10 years","Yes","Yes",,,"Agree","Agree","Agree","Strongly agree","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Woman","45 - 54","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"438","Yes","Yes","Own Account","Less than or about 10 years","Unsure","Yes",,,"Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Agree","Somewhat agree","Man","35 - 44","Doctorate","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"440","Yes","Yes","Own Account","Less than or about 1 year","Unsure","Unsure",,,"Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Woman","25 - 34","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"442","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Agree","Somewhat agree","Woman","25 - 34","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"443","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Strongly agree","Somewhat agree","Woman","18 - 24","Trade, technical, or vocational training","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"444","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Woman","25 - 34","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"445","Yes","Yes","Institutional Account","Less than or about 5 years","No","Yes",,,"Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Woman","18 - 24","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"446","Yes","Yes","Own Account","Less than or about 10 years","Unsure","Yes",,,"Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Woman","18 - 24","Some college","I have an education in, or work in, the field of computer science, computer engineering or IT."
"447","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Neither agree nor disagree","Agree","Agree","Strongly agree","Agree","Somewhat agree","Somewhat agree","Somewhat agree","Man","65 or older","Trade, technical, or vocational training","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"449","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Woman","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"450","Yes","Yes","Own Account","Unsure","Unsure","Unsure",,,"Somewhat agree","Neither agree nor disagree","Somewhat agree","Disagree","Somewhat agree","Somewhat agree","Agree","Somewhat agree","Woman","45 - 54","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"452","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Non-binary","25 - 34","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
